,u,i,ts,label,idx
199,1,4,8154.0,1,200
200,1,22,8154.0,1,201
201,1,23,8154.0,1,202
202,1,64,8154.0,1,203
203,1,40,8154.0,1,204
204,1,47,8154.0,1,205
205,1,61,8154.0,1,206
206,1,39,8154.0,1,207
207,52,22,8465.0,1,208
208,52,64,8465.0,1,209
209,52,62,8465.0,1,210
210,52,61,8465.0,1,211
211,52,47,8465.0,1,212
212,52,40,8465.0,1,213
213,52,39,8465.0,1,214
214,52,23,8465.0,1,215
215,52,4,8465.0,1,216
216,1,64,8465.0,1,217
217,1,62,8465.0,1,218
218,1,61,8465.0,1,219
219,1,47,8465.0,1,220
220,1,40,8465.0,1,221
221,1,39,8465.0,1,222
222,1,23,8465.0,1,223
223,1,22,8465.0,1,224
224,1,4,8465.0,1,225
225,52,62,8775.0,1,226
226,52,61,8775.0,1,227
227,52,47,8775.0,1,228
228,52,40,8775.0,1,229
229,52,31,8775.0,1,230
230,52,64,8775.0,1,231
231,52,22,8775.0,1,232
232,52,4,8775.0,1,233
233,52,23,8775.0,1,234
234,1,62,8775.0,1,235
235,1,61,8775.0,1,236
236,1,47,8775.0,1,237
237,1,40,8775.0,1,238
238,1,31,8775.0,1,239
239,1,23,8775.0,1,240
240,1,22,8775.0,1,241
241,1,4,8775.0,1,242
242,1,64,8775.0,1,243
243,52,31,9087.0,1,244
244,52,39,9087.0,1,245
245,52,40,9087.0,1,246
246,52,64,9087.0,1,247
247,52,60,9087.0,1,248
248,52,61,9087.0,1,249
249,52,62,9087.0,1,250
250,52,51,9087.0,1,251
251,52,4,9087.0,1,252
252,52,22,9087.0,1,253
253,1,62,9087.0,1,254
254,1,61,9087.0,1,255
255,1,60,9087.0,1,256
256,1,51,9087.0,1,257
257,1,40,9087.0,1,258
258,1,39,9087.0,1,259
259,1,31,9087.0,1,260
260,1,22,9087.0,1,261
261,1,4,9087.0,1,262
262,1,64,9087.0,1,263
263,52,27,9398.0,1,264
264,52,30,9398.0,1,265
265,52,31,9398.0,1,266
266,52,39,9398.0,1,267
267,52,40,9398.0,1,268
268,52,62,9398.0,1,269
269,52,51,9398.0,1,270
270,52,60,9398.0,1,271
271,52,61,9398.0,1,272
272,52,64,9398.0,1,273
273,52,23,9398.0,1,274
274,52,47,9398.0,1,275
275,52,4,9398.0,1,276
276,1,27,9398.0,1,277
277,1,62,9398.0,1,278
278,1,23,9398.0,1,279
279,1,64,9398.0,1,280
280,1,30,9398.0,1,281
281,1,31,9398.0,1,282
282,1,39,9398.0,1,283
283,1,4,9398.0,1,284
284,1,47,9398.0,1,285
285,1,51,9398.0,1,286
286,1,60,9398.0,1,287
287,1,61,9398.0,1,288
288,1,40,9398.0,1,289
289,52,22,9708.0,1,290
290,52,64,9708.0,1,291
291,52,62,9708.0,1,292
292,52,61,9708.0,1,293
293,52,60,9708.0,1,294
294,52,39,9708.0,1,295
295,52,32,9708.0,1,296
296,52,31,9708.0,1,297
297,52,30,9708.0,1,298
298,52,27,9708.0,1,299
299,52,4,9708.0,1,300
300,52,47,9708.0,1,301
301,1,62,9708.0,1,302
302,1,64,9708.0,1,303
303,1,22,9708.0,1,304
304,1,27,9708.0,1,305
305,1,30,9708.0,1,306
306,1,31,9708.0,1,307
307,1,4,9708.0,1,308
308,1,39,9708.0,1,309
309,1,47,9708.0,1,310
310,1,60,9708.0,1,311
311,1,61,9708.0,1,312
312,1,32,9708.0,1,313
313,52,64,11182.0,1,314
314,52,23,11182.0,1,315
315,52,60,11182.0,1,316
316,52,47,11182.0,1,317
317,52,46,11182.0,1,318
318,52,39,11182.0,1,319
319,52,30,11182.0,1,320
320,52,27,11182.0,1,321
321,52,25,11182.0,1,322
322,52,24,11182.0,1,323
323,52,4,11182.0,1,324
324,1,46,11182.0,1,325
325,1,60,11182.0,1,326
326,1,47,11182.0,1,327
327,1,39,11182.0,1,328
328,1,30,11182.0,1,329
329,1,27,11182.0,1,330
330,1,25,11182.0,1,331
331,1,24,11182.0,1,332
332,1,23,11182.0,1,333
333,1,4,11182.0,1,334
334,1,64,11182.0,1,335
335,11,40,17378.0,1,336
336,11,46,17378.0,1,337
337,11,40,17860.0,1,338
338,11,46,17860.0,1,339
339,11,46,18170.0,1,340
340,11,40,18483.0,1,341
341,11,46,18795.0,1,342
342,11,40,18795.0,1,343
343,11,40,21885.0,1,344
344,11,46,21885.0,1,345
345,20,48,56614.0,1,346
346,60,61,71516.0,1,347
347,60,64,71516.0,1,348
348,60,51,71516.0,1,349
349,60,47,71516.0,1,350
350,60,40,71516.0,1,351
351,60,31,71516.0,1,352
352,60,22,71516.0,1,353
353,60,4,71516.0,1,354
354,60,1,71516.0,1,355
355,60,39,71516.0,1,356
356,60,47,71828.0,1,357
357,60,62,71828.0,1,358
358,60,61,71828.0,1,359
359,60,51,71828.0,1,360
360,60,39,71828.0,1,361
361,60,1,71828.0,1,362
362,60,27,71828.0,1,363
363,60,22,71828.0,1,364
364,60,4,71828.0,1,365
365,60,64,71828.0,1,366
366,60,31,71828.0,1,367
367,60,61,72140.0,1,368
368,60,47,72140.0,1,369
369,60,64,72140.0,1,370
370,60,62,72140.0,1,371
371,60,40,72140.0,1,372
372,60,39,72140.0,1,373
373,60,31,72140.0,1,374
374,60,30,72140.0,1,375
375,60,27,72140.0,1,376
376,60,22,72140.0,1,377
377,60,4,72140.0,1,378
378,60,32,72140.0,1,379
379,60,47,72452.0,1,380
380,60,64,72452.0,1,381
381,60,40,72452.0,1,382
382,60,32,72452.0,1,383
383,60,31,72452.0,1,384
384,60,46,72452.0,1,385
385,60,25,72452.0,1,386
386,60,23,72452.0,1,387
387,60,22,72452.0,1,388
388,60,4,72452.0,1,389
389,60,27,72452.0,1,390
390,60,47,72766.0,1,391
391,60,46,72766.0,1,392
392,60,40,72766.0,1,393
393,60,39,72766.0,1,394
394,60,32,72766.0,1,395
395,60,27,72766.0,1,396
396,60,30,72766.0,1,397
397,60,25,72766.0,1,398
398,60,22,72766.0,1,399
399,60,4,72766.0,1,400
400,60,51,72766.0,1,401
401,60,31,72766.0,1,402
402,60,64,72766.0,1,403
403,60,47,73078.0,1,404
404,60,56,73078.0,1,405
405,60,46,73078.0,1,406
406,60,64,73078.0,1,407
407,60,62,73078.0,1,408
408,60,40,73078.0,1,409
409,60,4,73078.0,1,410
410,60,32,73078.0,1,411
411,60,30,73078.0,1,412
412,60,27,73078.0,1,413
413,60,25,73078.0,1,414
414,60,24,73078.0,1,415
415,60,39,73078.0,1,416
416,60,64,73390.0,1,417
417,60,56,73390.0,1,418
418,60,47,73390.0,1,419
419,60,32,73390.0,1,420
420,60,31,73390.0,1,421
421,60,30,73390.0,1,422
422,60,29,73390.0,1,423
423,60,27,73390.0,1,424
424,60,25,73390.0,1,425
425,60,24,73390.0,1,426
426,60,64,73702.0,1,427
427,60,56,73702.0,1,428
428,60,47,73702.0,1,429
429,60,39,73702.0,1,430
430,60,31,73702.0,1,431
431,60,29,73702.0,1,432
432,60,1,73702.0,1,433
433,60,25,73702.0,1,434
434,60,24,73702.0,1,435
435,60,23,73702.0,1,436
436,60,4,73702.0,1,437
437,60,27,73702.0,1,438
438,60,47,74016.0,1,439
439,60,64,74016.0,1,440
440,60,56,74016.0,1,441
441,60,52,74016.0,1,442
442,60,32,74016.0,1,443
443,60,29,74016.0,1,444
444,60,25,74016.0,1,445
445,60,24,74016.0,1,446
446,60,4,74016.0,1,447
447,60,31,74016.0,1,448
448,60,4,74328.0,1,449
449,60,27,74328.0,1,450
450,60,31,74328.0,1,451
451,60,39,74328.0,1,452
452,60,47,74328.0,1,453
453,60,52,74328.0,1,454
454,60,56,74328.0,1,455
455,60,35,74640.0,1,456
456,60,58,74640.0,1,457
457,60,57,74640.0,1,458
458,60,56,74640.0,1,459
459,60,52,74640.0,1,460
460,60,7,74640.0,1,461
461,60,39,74640.0,1,462
462,60,27,74640.0,1,463
463,60,16,74640.0,1,464
464,60,47,74640.0,1,465
465,60,65,75266.0,1,466
466,60,47,75266.0,1,467
467,60,52,75266.0,1,468
468,60,41,75266.0,1,469
469,60,56,75266.0,1,470
470,60,57,75266.0,1,471
471,60,58,75266.0,1,472
472,60,53,75266.0,1,473
473,60,39,75266.0,1,474
474,60,27,75266.0,1,475
475,60,31,75266.0,1,476
476,60,30,75266.0,1,477
477,60,16,75266.0,1,478
478,60,15,75266.0,1,479
479,60,7,75266.0,1,480
480,60,5,75266.0,1,481
481,60,4,75266.0,1,482
482,60,35,75266.0,1,483
483,60,47,75578.0,1,484
484,60,52,75578.0,1,485
485,60,53,75578.0,1,486
486,60,65,75578.0,1,487
487,60,57,75578.0,1,488
488,60,58,75578.0,1,489
489,60,41,75578.0,1,490
490,60,56,75578.0,1,491
491,60,39,75578.0,1,492
492,60,35,75578.0,1,493
493,60,31,75578.0,1,494
494,60,30,75578.0,1,495
495,60,27,75578.0,1,496
496,60,16,75578.0,1,497
497,60,15,75578.0,1,498
498,60,7,75578.0,1,499
499,60,5,75578.0,1,500
500,60,4,75578.0,1,501
501,60,58,75890.0,1,502
502,60,65,75890.0,1,503
503,60,57,75890.0,1,504
504,60,56,75890.0,1,505
505,60,53,75890.0,1,506
506,60,52,75890.0,1,507
507,60,47,75890.0,1,508
508,60,41,75890.0,1,509
509,60,5,75890.0,1,510
510,60,31,75890.0,1,511
511,60,30,75890.0,1,512
512,60,16,75890.0,1,513
513,60,15,75890.0,1,514
514,60,7,75890.0,1,515
515,60,4,75890.0,1,516
516,60,35,75890.0,1,517
517,22,40,76177.0,1,518
518,22,64,76177.0,1,519
519,22,11,76177.0,1,520
520,22,23,76177.0,1,521
521,60,41,76203.0,1,522
522,60,65,76203.0,1,523
523,60,64,76203.0,1,524
524,60,58,76203.0,1,525
525,60,57,76203.0,1,526
526,60,56,76203.0,1,527
527,60,53,76203.0,1,528
528,60,52,76203.0,1,529
529,60,47,76203.0,1,530
530,60,39,76203.0,1,531
531,60,7,76203.0,1,532
532,60,35,76203.0,1,533
533,60,30,76203.0,1,534
534,60,27,76203.0,1,535
535,60,25,76203.0,1,536
536,60,24,76203.0,1,537
537,60,16,76203.0,1,538
538,60,15,76203.0,1,539
539,60,37,76203.0,1,540
540,60,5,76203.0,1,541
541,60,4,76203.0,1,542
542,22,23,76488.0,1,543
543,22,40,76488.0,1,544
544,22,64,76488.0,1,545
545,22,64,76799.0,1,546
546,22,40,76799.0,1,547
547,22,23,76799.0,1,548
548,22,11,76799.0,1,549
549,22,11,77110.0,1,550
550,22,23,77110.0,1,551
551,22,40,77110.0,1,552
552,22,61,77110.0,1,553
553,22,64,77110.0,1,554
554,22,1,77423.0,1,555
555,22,23,77423.0,1,556
556,22,29,77423.0,1,557
557,22,40,77423.0,1,558
558,22,61,77423.0,1,559
559,22,64,77423.0,1,560
560,22,64,77734.0,1,561
561,22,61,77734.0,1,562
562,22,40,77734.0,1,563
563,22,23,77734.0,1,564
564,22,1,77734.0,1,565
565,22,29,77734.0,1,566
566,22,64,78045.0,1,567
567,22,1,78045.0,1,568
568,22,23,78045.0,1,569
569,22,29,78045.0,1,570
570,22,40,78045.0,1,571
571,22,61,78045.0,1,572
572,22,1,78356.0,1,573
573,22,23,78356.0,1,574
574,22,40,78356.0,1,575
575,22,61,78356.0,1,576
576,22,64,78356.0,1,577
577,22,23,78669.0,1,578
578,22,61,78669.0,1,579
579,22,64,78669.0,1,580
580,22,47,78669.0,1,581
581,22,1,78669.0,1,582
582,22,29,78669.0,1,583
583,22,24,78669.0,1,584
584,22,40,78669.0,1,585
585,22,61,78980.0,1,586
586,22,1,78980.0,1,587
587,22,23,78980.0,1,588
588,22,29,78980.0,1,589
589,22,40,78980.0,1,590
590,22,47,78980.0,1,591
591,22,64,78980.0,1,592
592,22,47,79291.0,1,593
593,22,64,79291.0,1,594
594,22,40,79291.0,1,595
595,22,61,79291.0,1,596
596,22,24,79291.0,1,597
597,22,23,79291.0,1,598
598,22,29,79291.0,1,599
599,22,1,79291.0,1,600
600,22,1,79602.0,1,601
601,22,23,79602.0,1,602
602,22,40,79602.0,1,603
603,22,47,79602.0,1,604
604,22,61,79602.0,1,605
605,22,62,79602.0,1,606
606,22,64,79602.0,1,607
607,22,62,79915.0,1,608
608,22,61,79915.0,1,609
609,22,47,79915.0,1,610
610,22,64,79915.0,1,611
611,22,24,79915.0,1,612
612,22,23,79915.0,1,613
613,22,1,79915.0,1,614
614,22,40,79915.0,1,615
615,22,62,80226.0,1,616
616,22,61,80226.0,1,617
617,22,47,80226.0,1,618
618,22,64,80226.0,1,619
619,22,23,80226.0,1,620
620,22,1,80226.0,1,621
621,22,40,80226.0,1,622
622,22,1,80537.0,1,623
623,22,23,80537.0,1,624
624,22,29,80537.0,1,625
625,22,40,80537.0,1,626
626,22,47,80537.0,1,627
627,22,61,80537.0,1,628
628,22,62,80537.0,1,629
629,22,64,80537.0,1,630
630,22,62,80848.0,1,631
631,22,64,80848.0,1,632
632,22,61,80848.0,1,633
633,22,1,80848.0,1,634
634,22,40,80848.0,1,635
635,22,23,80848.0,1,636
636,22,47,80848.0,1,637
637,22,1,81161.0,1,638
638,22,23,81161.0,1,639
639,22,29,81161.0,1,640
640,22,39,81161.0,1,641
641,22,40,81161.0,1,642
642,22,47,81161.0,1,643
643,22,61,81161.0,1,644
644,22,62,81161.0,1,645
645,22,64,81161.0,1,646
646,22,64,81472.0,1,647
647,22,62,81472.0,1,648
648,22,61,81472.0,1,649
649,22,47,81472.0,1,650
650,22,23,81472.0,1,651
651,22,1,81472.0,1,652
652,22,40,81472.0,1,653
653,22,1,81783.0,1,654
654,22,4,81783.0,1,655
655,22,23,81783.0,1,656
656,22,40,81783.0,1,657
657,22,47,81783.0,1,658
658,22,61,81783.0,1,659
659,22,62,81783.0,1,660
660,22,64,81783.0,1,661
661,31,40,81900.0,1,662
662,31,64,81900.0,1,663
663,31,47,81900.0,1,664
664,31,39,81900.0,1,665
665,31,1,81900.0,1,666
666,31,22,81900.0,1,667
667,31,4,81900.0,1,668
668,31,23,81900.0,1,669
669,22,64,82094.0,1,670
670,22,62,82094.0,1,671
671,22,61,82094.0,1,672
672,22,39,82094.0,1,673
673,22,47,82094.0,1,674
674,22,23,82094.0,1,675
675,22,4,82094.0,1,676
676,22,1,82094.0,1,677
677,22,31,82094.0,1,678
678,31,51,82210.0,1,679
679,31,64,82210.0,1,680
680,31,62,82210.0,1,681
681,31,61,82210.0,1,682
682,31,47,82210.0,1,683
683,31,4,82210.0,1,684
684,31,39,82210.0,1,685
685,31,23,82210.0,1,686
686,31,22,82210.0,1,687
687,31,1,82210.0,1,688
688,31,40,82210.0,1,689
689,22,60,82407.0,1,690
690,22,64,82407.0,1,691
691,22,62,82407.0,1,692
692,22,61,82407.0,1,693
693,22,51,82407.0,1,694
694,22,47,82407.0,1,695
695,22,40,82407.0,1,696
696,22,39,82407.0,1,697
697,22,31,82407.0,1,698
698,22,23,82407.0,1,699
699,22,4,82407.0,1,700
700,31,64,82521.0,1,701
701,31,62,82521.0,1,702
702,31,61,82521.0,1,703
703,31,51,82521.0,1,704
704,31,47,82521.0,1,705
705,31,39,82521.0,1,706
706,31,60,82521.0,1,707
707,31,27,82521.0,1,708
708,31,23,82521.0,1,709
709,31,22,82521.0,1,710
710,31,4,82521.0,1,711
711,31,1,82521.0,1,712
712,31,30,82521.0,1,713
713,32,64,82590.0,1,714
714,32,62,82590.0,1,715
715,32,51,82590.0,1,716
716,32,40,82590.0,1,717
717,32,4,82590.0,1,718
718,32,39,82590.0,1,719
719,22,47,82718.0,1,720
720,22,62,82718.0,1,721
721,22,64,82718.0,1,722
722,22,60,82718.0,1,723
723,22,40,82718.0,1,724
724,22,61,82718.0,1,725
725,22,31,82718.0,1,726
726,22,30,82718.0,1,727
727,22,27,82718.0,1,728
728,22,23,82718.0,1,729
729,22,4,82718.0,1,730
730,22,32,82718.0,1,731
731,31,64,82832.0,1,732
732,31,61,82832.0,1,733
733,31,60,82832.0,1,734
734,31,47,82832.0,1,735
735,31,32,82832.0,1,736
736,31,62,82832.0,1,737
737,31,27,82832.0,1,738
738,31,22,82832.0,1,739
739,31,4,82832.0,1,740
740,31,1,82832.0,1,741
741,31,30,82832.0,1,742
742,25,64,83024.0,1,743
743,25,62,83024.0,1,744
744,25,51,83024.0,1,745
745,25,40,83024.0,1,746
746,25,30,83024.0,1,747
747,25,4,83024.0,1,748
748,25,1,83024.0,1,749
749,25,32,83024.0,1,750
750,22,47,83028.0,1,751
751,22,62,83028.0,1,752
752,22,61,83028.0,1,753
753,22,60,83028.0,1,754
754,22,64,83028.0,1,755
755,22,39,83028.0,1,756
756,22,51,83028.0,1,757
757,22,31,83028.0,1,758
758,22,30,83028.0,1,759
759,22,27,83028.0,1,760
760,22,23,83028.0,1,761
761,22,4,83028.0,1,762
762,22,32,83028.0,1,763
763,31,64,83146.0,1,764
764,31,61,83146.0,1,765
765,31,51,83146.0,1,766
766,31,40,83146.0,1,767
767,31,30,83146.0,1,768
768,31,27,83146.0,1,769
769,31,25,83146.0,1,770
770,31,23,83146.0,1,771
771,31,22,83146.0,1,772
772,31,1,83146.0,1,773
773,22,62,83339.0,1,774
774,22,64,83339.0,1,775
775,22,47,83339.0,1,776
776,22,46,83339.0,1,777
777,22,40,83339.0,1,778
778,22,39,83339.0,1,779
779,22,25,83339.0,1,780
780,22,31,83339.0,1,781
781,22,30,83339.0,1,782
782,22,27,83339.0,1,783
783,22,4,83339.0,1,784
784,22,32,83339.0,1,785
785,31,40,83457.0,1,786
786,31,60,83457.0,1,787
787,31,51,83457.0,1,788
788,31,47,83457.0,1,789
789,31,46,83457.0,1,790
790,31,64,83457.0,1,791
791,31,39,83457.0,1,792
792,31,27,83457.0,1,793
793,31,30,83457.0,1,794
794,31,25,83457.0,1,795
795,31,23,83457.0,1,796
796,31,22,83457.0,1,797
797,31,4,83457.0,1,798
798,31,32,83457.0,1,799
799,56,64,83468.0,1,800
800,56,51,83468.0,1,801
801,56,46,83468.0,1,802
802,56,40,83468.0,1,803
803,56,32,83468.0,1,804
804,56,27,83468.0,1,805
805,56,25,83468.0,1,806
806,56,22,83468.0,1,807
807,56,39,83468.0,1,808
808,56,47,83621.0,1,809
809,56,64,83621.0,1,810
810,56,60,83621.0,1,811
811,56,40,83621.0,1,812
812,56,30,83621.0,1,813
813,56,31,83621.0,1,814
814,56,25,83621.0,1,815
815,56,4,83621.0,1,816
816,56,32,83621.0,1,817
817,3,40,83634.0,1,818
818,3,64,83634.0,1,819
819,3,64,83634.0,1,820
820,3,62,83634.0,1,821
821,3,62,83634.0,1,822
822,3,56,83634.0,1,823
823,3,56,83634.0,1,824
824,3,47,83634.0,1,825
825,3,47,83634.0,1,826
826,3,40,83634.0,1,827
827,3,39,83634.0,1,828
828,3,31,83634.0,1,829
829,3,32,83634.0,1,830
830,3,32,83634.0,1,831
831,3,31,83634.0,1,832
832,3,30,83634.0,1,833
833,3,30,83634.0,1,834
834,3,27,83634.0,1,835
835,3,27,83634.0,1,836
836,3,4,83634.0,1,837
837,3,4,83634.0,1,838
838,3,39,83634.0,1,839
839,31,64,83768.0,1,840
840,31,56,83768.0,1,841
841,31,46,83768.0,1,842
842,31,40,83768.0,1,843
843,31,39,83768.0,1,844
844,31,25,83768.0,1,845
845,31,27,83768.0,1,846
846,31,23,83768.0,1,847
847,31,4,83768.0,1,848
848,31,32,83768.0,1,849
849,9,40,83894.0,1,850
850,9,64,83894.0,1,851
851,9,56,83894.0,1,852
852,9,51,83894.0,1,853
853,9,39,83894.0,1,854
854,9,25,83894.0,1,855
855,9,31,83894.0,1,856
856,9,30,83894.0,1,857
857,9,4,83894.0,1,858
858,9,32,83894.0,1,859
859,3,64,83945.0,1,860
860,3,64,83945.0,1,861
861,3,60,83945.0,1,862
862,3,56,83945.0,1,863
863,3,56,83945.0,1,864
864,3,47,83945.0,1,865
865,3,47,83945.0,1,866
866,3,40,83945.0,1,867
867,3,40,83945.0,1,868
868,3,39,83945.0,1,869
869,3,39,83945.0,1,870
870,3,32,83945.0,1,871
871,3,60,83945.0,1,872
872,3,31,83945.0,1,873
873,3,4,83945.0,1,874
874,3,4,83945.0,1,875
875,3,32,83945.0,1,876
876,3,23,83945.0,1,877
877,3,24,83945.0,1,878
878,3,23,83945.0,1,879
879,3,25,83945.0,1,880
880,3,25,83945.0,1,881
881,3,30,83945.0,1,882
882,3,30,83945.0,1,883
883,3,31,83945.0,1,884
884,3,24,83945.0,1,885
885,31,64,84079.0,1,886
886,31,60,84079.0,1,887
887,31,56,84079.0,1,888
888,31,51,84079.0,1,889
889,31,46,84079.0,1,890
890,31,40,84079.0,1,891
891,31,39,84079.0,1,892
892,31,29,84079.0,1,893
893,31,27,84079.0,1,894
894,31,25,84079.0,1,895
895,31,24,84079.0,1,896
896,31,23,84079.0,1,897
897,31,4,84079.0,1,898
898,31,30,84079.0,1,899
899,3,32,84257.0,1,900
900,3,64,84257.0,1,901
901,3,60,84257.0,1,902
902,3,60,84257.0,1,903
903,3,47,84257.0,1,904
904,3,47,84257.0,1,905
905,3,39,84257.0,1,906
906,3,39,84257.0,1,907
907,3,32,84257.0,1,908
908,3,31,84257.0,1,909
909,3,64,84257.0,1,910
910,3,30,84257.0,1,911
911,3,30,84257.0,1,912
912,3,29,84257.0,1,913
913,3,29,84257.0,1,914
914,3,27,84257.0,1,915
915,3,27,84257.0,1,916
916,3,25,84257.0,1,917
917,3,25,84257.0,1,918
918,3,4,84257.0,1,919
919,3,4,84257.0,1,920
920,3,31,84257.0,1,921
921,9,64,84389.0,1,922
922,9,56,84389.0,1,923
923,9,47,84389.0,1,924
924,9,46,84389.0,1,925
925,9,32,84389.0,1,926
926,9,25,84389.0,1,927
927,9,29,84389.0,1,928
928,9,23,84389.0,1,929
929,9,4,84389.0,1,930
930,9,30,84389.0,1,931
